Match_ID,Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2666,D1,2013,2013-12-22,M'gladbach,Wolfsburg,2,2,D
2667,D1,2013,2014-03-02,Hoffenheim,Wolfsburg,6,2,H
2668,D1,2013,2013-11-23,Nurnberg,Wolfsburg,1,1,D
2669,D1,2013,2014-04-19,Hamburg,Wolfsburg,1,3,A
2670,D1,2013,2014-03-25,Werder Bremen,Wolfsburg,1,3,A
2671,D1,2013,2014-02-01,Schalke 04,Wolfsburg,2,1,H
2672,D1,2013,2013-10-20,Augsburg,Wolfsburg,1,2,A
2673,D1,2013,2013-08-09,Bayern Munich,M'gladbach,3,1,H
2674,D1,2013,2013-09-27,Augsburg,M'gladbach,2,2,D
2675,D1,2013,2014-04-19,Freiburg,M'gladbach,4,2,H
2676,D1,2013,2014-02-15,Werder Bremen,M'gladbach,1,1,D
2677,D1,2013,2013-12-14,Mainz,M'gladbach,0,0,D
2678,D1,2013,2013-08-24,Leverkusen,M'gladbach,4,2,H
2679,D1,2013,2014-03-01,Braunschweig,M'gladbach,1,1,D
2680,D1,2013,2014-02-01,Hannover,M'gladbach,3,1,H
2681,D1,2013,2013-11-22,Stuttgart,M'gladbach,0,2,A
2682,D1,2013,2014-04-05,Nurnberg,M'gladbach,0,2,A
2683,D1,2013,2014-03-15,Dortmund,M'gladbach,1,2,A
2684,D1,2013,2014-04-27,Schalke 04,M'gladbach,0,1,A
2685,D1,2013,2014-05-10,Wolfsburg,M'gladbach,3,1,H
2686,D1,2013,2013-10-19,Hertha,M'gladbach,1,0,H
2687,D1,2013,2014-03-26,Ein Frankfurt,M'gladbach,1,0,H
2688,D1,2013,2013-11-02,Hamburg,M'gladbach,0,2,A
2689,D1,2013,2013-09-15,Hoffenheim,M'gladbach,2,1,H
2690,D2,2013,2014-03-26,Kaiserslautern,Bielefeld,1,1,D
2691,D2,2013,2013-07-21,Greuther Furth,Bielefeld,2,0,H
2692,D2,2013,2014-02-28,Fortuna Dusseldorf,Bielefeld,2,0,H
2693,D2,2013,2013-10-18,Aalen,Bielefeld,3,0,H
2694,D2,2013,2014-02-16,Paderborn,Bielefeld,4,0,H
2695,D2,2013,2014-03-16,Sandhausen,Bielefeld,1,0,H
2696,D2,2013,2014-04-19,Munich 1860,Bielefeld,2,1,H
2697,D2,2013,2013-12-02,Frankfurt FSV,Bielefeld,1,2,A
2698,D2,2013,2013-09-27,Cottbus,Bielefeld,4,2,H
2699,D2,2013,2013-08-11,St Pauli,Bielefeld,0,1,A
2700,D2,2013,2013-12-21,Union Berlin,Bielefeld,4,2,H
2701,D2,2013,2014-04-05,FC Koln,Bielefeld,2,0,H
2702,D2,2013,2014-04-25,Bochum,Bielefeld,1,4,A
2703,D2,2013,2013-11-03,Karlsruhe,Bielefeld,3,1,H
2704,D2,2013,2014-05-11,Dresden,Bielefeld,2,3,A
2705,D2,2013,2013-08-23,Ingolstadt,Bielefeld,3,2,H
2706,D2,2013,2013-09-13,Erzgebirge Aue,Bielefeld,0,2,A
2707,D2,2013,2013-10-06,Munich 1860,Cottbus,0,0,D
2708,D2,2013,2013-09-20,Karlsruhe,Cottbus,2,0,H
2709,D2,2013,2013-09-02,Kaiserslautern,Cottbus,2,2,D
2710,D2,2013,2014-03-07,FC Koln,Cottbus,2,1,H
2711,D2,2013,2014-03-31,Union Berlin,Cottbus,2,0,H
2712,D2,2013,2013-11-11,St Pauli,Cottbus,3,0,H
2713,D2,2013,2014-03-23,Bielefeld,Cottbus,1,3,A
2714,D2,2013,2013-08-11,Sandhausen,Cottbus,2,2,D
2715,D2,2013,2013-08-23,Erzgebirge Aue,Cottbus,2,1,H
2716,D2,2013,2014-04-13,Bochum,Cottbus,2,1,H
2717,D2,2013,2013-12-22,Paderborn,Cottbus,1,0,H
2718,D2,2013,2013-07-22,Fortuna Dusseldorf,Cottbus,1,0,H
2719,D2,2013,2014-05-11,Ingolstadt,Cottbus,2,0,H
2720,D2,2013,2014-02-16,Aalen,Cottbus,2,2,D
2721,D2,2013,2013-12-01,Greuther Furth,Cottbus,1,0,H
2722,D2,2013,2013-10-27,Dresden,Cottbus,1,0,H
2723,D2,2013,2014-04-26,Frankfurt FSV,Cottbus,3,1,H
2724,D2,2013,2014-02-08,Kaiserslautern,Greuther Furth,2,1,H
2725,D2,2013,2013-09-20,Union Berlin,Greuther Furth,2,4,A
2726,D2,2013,2014-03-21,Dresden,Greuther Furth,1,1,D
2727,D2,2013,2014-04-20,Paderborn,Greuther Furth,2,2,D
2728,D2,2013,2014-02-24,FC Koln,Greuther Furth,1,1,D
2729,D2,2013,2013-12-08,Sandhausen,Greuther Furth,1,3,A
2730,D2,2013,2013-11-25,Munich 1860,Greuther Furth,1,0,H
2731,D2,2013,2014-03-28,St Pauli,Greuther Furth,2,2,D
2732,D2,2013,2013-08-30,Frankfurt FSV,Greuther Furth,1,1,D
2733,D2,2013,2013-11-02,Erzgebirge Aue,Greuther Furth,2,6,A
2734,D2,2013,2013-10-07,Fortuna Dusseldorf,Greuther Furth,2,1,H
2735,D2,2013,2013-08-16,Karlsruhe,Greuther Furth,1,2,A
2736,D2,2013,2014-05-04,Cottbus,Greuther Furth,0,6,A
2737,D2,2013,2014-03-10,Bochum,Greuther Furth,0,2,A
2738,D2,2013,2013-07-26,Aalen,Greuther Furth,0,2,A
2739,D2,2013,2014-04-07,Ingolstadt,Greuther Furth,0,0,D
2740,D2,2013,2013-12-15,Bielefeld,Greuther Furth,4,1,H
2741,D2,2013,2013-12-14,Bochum,Union Berlin,0,4,A
2742,D2,2013,2014-03-16,Greuther Furth,Union Berlin,1,1,D
2743,D2,2013,2014-03-03,St Pauli,Union Berlin,2,1,H
2744,D2,2013,2014-03-25,Sandhausen,Union Berlin,2,1,H
2745,D2,2013,2014-05-04,Aalen,Union Berlin,3,0,H
2746,D2,2013,2014-04-06,Erzgebirge Aue,Union Berlin,3,2,H
2747,D2,2013,2013-08-09,Dresden,Union Berlin,1,3,A
2748,D2,2013,2013-12-07,Munich 1860,Union Berlin,2,1,H
2749,D2,2013,2013-10-18,Cottbus,Union Berlin,0,0,D
2750,D2,2013,2013-09-28,Paderborn,Union Berlin,0,3,A
2751,D2,2013,2014-04-19,Karlsruhe,Union Berlin,3,2,H
2752,D2,2013,2013-07-26,Bielefeld,Union Berlin,1,1,D
2753,D2,2013,2013-09-15,Ingolstadt,Union Berlin,0,1,A
2754,D2,2013,2014-02-14,Fortuna Dusseldorf,Union Berlin,1,1,D
2755,D2,2013,2013-11-04,FC Koln,Union Berlin,4,0,H
2756,D2,2013,2013-08-25,Frankfurt FSV,Union Berlin,1,1,D
2757,D2,2013,2013-11-23,Kaiserslautern,Union Berlin,3,0,H
2758,D1,2013,2013-09-20,M'gladbach,Braunschweig,4,1,H
2759,D1,2013,2014-04-26,Hertha,Braunschweig,2,0,H
2760,D1,2013,2014-01-26,Werder Bremen,Braunschweig,0,0,D
2761,D1,2013,2014-03-29,Leverkusen,Braunschweig,1,1,D
2762,D1,2013,2013-11-08,Hannover,Braunschweig,0,0,D
2763,D1,2013,2014-03-08,Stuttgart,Braunschweig,2,2,D
2764,D1,2013,2013-10-26,Mainz,Braunschweig,2,0,H
2765,D1,2013,2014-02-22,Nurnberg,Braunschweig,2,1,H
2766,D1,2013,2014-05-10,Hoffenheim,Braunschweig,3,1,H
2767,D1,2013,2013-10-05,Wolfsburg,Braunschweig,0,2,A
2768,D1,2013,2014-03-22,Schalke 04,Braunschweig,3,1,H
2769,D1,2013,2013-12-14,Augsburg,Braunschweig,4,1,H
2770,D1,2013,2014-02-08,Ein Frankfurt,Braunschweig,3,0,H
2771,D1,2013,2014-04-12,Freiburg,Braunschweig,2,0,H
2772,D1,2013,2013-11-30,Bayern Munich,Braunschweig,2,0,H
2773,D1,2013,2013-08-18,Dortmund,Braunschweig,2,1,H
2774,D1,2013,2013-08-31,Hamburg,Braunschweig,4,0,H
2775,D2,2013,2014-02-07,Aalen,Erzgebirge Aue,2,2,D
2776,D2,2013,2014-04-26,Fortuna Dusseldorf,Erzgebirge Aue,4,0,H
2777,D2,2013,2013-10-06,Frankfurt FSV,Erzgebirge Aue,3,1,H
2778,D2,2013,2014-03-08,Bielefeld,Erzgebirge Aue,1,0,H
2779,D2,2013,2013-12-01,Paderborn,Erzgebirge Aue,1,1,D
2780,D2,2013,2014-04-12,Greuther Furth,Erzgebirge Aue,2,1,H
2781,D2,2013,2013-11-10,Dresden,Erzgebirge Aue,1,1,D
2782,D2,2013,2014-05-11,St Pauli,Erzgebirge Aue,2,2,D
2783,D2,2013,2013-08-17,Kaiserslautern,Erzgebirge Aue,2,1,H
2784,D2,2013,2013-09-01,FC Koln,Erzgebirge Aue,4,1,H
2785,D2,2013,2013-09-21,Munich 1860,Erzgebirge Aue,3,1,H
2786,D2,2013,2013-12-20,Sandhausen,Erzgebirge Aue,1,0,H
2787,D2,2013,2014-03-29,Bochum,Erzgebirge Aue,1,0,H
2788,D2,2013,2014-03-23,Karlsruhe,Erzgebirge Aue,1,1,D
2789,D2,2013,2014-02-21,Cottbus,Erzgebirge Aue,2,3,A
2790,D2,2013,2013-10-27,Union Berlin,Erzgebirge Aue,1,0,H
2791,D2,2013,2013-07-19,Ingolstadt,Erzgebirge Aue,1,2,A
2792,D2,2013,2014-05-04,Erzgebirge Aue,Paderborn,0,2,A
2793,D2,2013,2013-12-13,Kaiserslautern,Paderborn,0,1,A
2794,D2,2013,2014-02-09,FC Koln,Paderborn,0,1,A
2795,D2,2013,2014-03-09,Karlsruhe,Paderborn,4,0,H
2796,D2,2013,2013-08-16,Bielefeld,Paderborn,3,3,D
2797,D2,2013,2013-11-08,Greuther Furth,Paderborn,3,0,H
2798,D2,2013,2013-09-22,Dresden,Paderborn,2,2,D
2799,D2,2013,2013-11-22,Sandhausen,Paderborn,3,2,H
2800,D2,2013,2014-02-22,Munich 1860,Paderborn,2,2,D
2801,D2,2013,2014-03-21,Union Berlin,Paderborn,1,1,D
2802,D2,2013,2013-12-08,Aalen,Paderborn,2,4,A
2803,D2,2013,2014-03-30,Frankfurt FSV,Paderborn,1,3,A
2804,D2,2013,2013-08-31,Bochum,Paderborn,4,2,H
2805,D2,2013,2013-10-26,Fortuna Dusseldorf,Paderborn,1,6,A
2806,D2,2013,2013-10-04,St Pauli,Paderborn,1,2,A
2807,D2,2013,2013-07-28,Cottbus,Paderborn,4,0,H
2808,D2,2013,2014-04-11,Ingolstadt,Paderborn,1,2,A
2809,D1,2013,2013-11-30,Hertha,Augsburg,0,0,D
2810,D1,2013,2013-11-09,Bayern Munich,Augsburg,3,0,H
2811,D1,2013,2014-05-03,Braunschweig,Augsburg,0,1,A
2812,D1,2013,2013-10-05,Schalke 04,Augsburg,4,1,H
2813,D1,2013,2014-04-13,Hoffenheim,Augsburg,2,0,H
2814,D1,2013,2013-08-17,Werder Bremen,Augsburg,1,0,H
2815,D1,2013,2014-02-09,Stuttgart,Augsburg,1,4,A
2816,D1,2013,2014-03-08,M'gladbach,Augsburg,1,2,A
2817,D1,2013,2013-10-26,Leverkusen,Augsburg,2,1,H
2818,D1,2013,2013-08-31,Nurnberg,Augsburg,0,1,A
2819,D1,2013,2013-09-21,Hannover,Augsburg,2,1,H
2820,D1,2013,2014-02-22,Freiburg,Augsburg,2,4,A
2821,D1,2013,2013-12-20,Ein Frankfurt,Augsburg,1,1,D
2822,D1,2013,2014-03-29,Mainz,Augsburg,3,0,H
2823,D1,2013,2014-01-25,Dortmund,Augsburg,2,2,D
2824,D1,2013,2013-12-07,Hamburg,Augsburg,0,1,A
2825,D1,2013,2014-03-22,Wolfsburg,Augsburg,1,1,D
2826,D1,2013,2014-01-25,Nurnberg,Hoffenheim,4,0,H
2827,D1,2013,2013-12-07,Ein Frankfurt,Hoffenheim,1,2,A
2828,D1,2013,2014-04-06,Hertha,Hoffenheim,1,1,D
2829,D1,2013,2013-11-23,Augsburg,Hoffenheim,2,0,H
2830,D1,2013,2013-09-01,Stuttgart,Hoffenheim,6,2,H
2831,D1,2013,2014-03-08,Schalke 04,Hoffenheim,4,0,H
2832,D1,2013,2013-10-26,Hannover,Hoffenheim,1,4,A
2833,D1,2013,2014-02-08,Freiburg,Hoffenheim,1,1,D
2834,D1,2013,2014-03-23,Leverkusen,Hoffenheim,2,3,A
2835,D1,2013,2014-03-29,Bayern Munich,Hoffenheim,3,3,D
2836,D1,2013,2013-12-21,Braunschweig,Hoffenheim,1,0,H
2837,D1,2013,2013-08-17,Hamburg,Hoffenheim,1,5,A
2838,D1,2013,2013-10-05,Mainz,Hoffenheim,2,2,D
2839,D1,2013,2014-02-22,M'gladbach,Hoffenheim,2,2,D
2840,D1,2013,2014-04-19,Werder Bremen,Hoffenheim,3,1,H
2841,D1,2013,2013-09-21,Wolfsburg,Hoffenheim,2,1,H
2842,D1,2013,2014-05-03,Dortmund,Hoffenheim,3,2,H
2843,D2,2013,2014-04-04,Aalen,Frankfurt FSV,2,1,H
2844,D2,2013,2014-04-20,Kaiserslautern,Frankfurt FSV,3,2,H
2845,D2,2013,2014-03-02,Greuther Furth,Frankfurt FSV,3,2,H
2846,D2,2013,2013-08-18,Dresden,Frankfurt FSV,0,3,A
2847,D2,2013,2013-10-18,Paderborn,Frankfurt FSV,4,2,H
2848,D2,2013,2014-05-04,Bielefeld,Frankfurt FSV,0,0,D
2849,D2,2013,2013-07-28,Munich 1860,Frankfurt FSV,2,1,H
2850,D2,2013,2014-02-21,Union Berlin,Frankfurt FSV,2,0,H
2851,D2,2013,2014-03-26,Erzgebirge Aue,Frankfurt FSV,2,1,H
2852,D2,2013,2013-11-22,Cottbus,Frankfurt FSV,1,4,A
2853,D2,2013,2013-09-14,St Pauli,Frankfurt FSV,2,1,H
2854,D2,2013,2014-03-14,Ingolstadt,Frankfurt FSV,0,1,A
2855,D2,2013,2013-11-03,Sandhausen,Frankfurt FSV,2,0,H
2856,D2,2013,2013-09-28,Fortuna Dusseldorf,Frankfurt FSV,0,0,D
2857,D2,2013,2014-02-07,Bochum,Frankfurt FSV,1,2,A
2858,D2,2013,2013-12-15,Karlsruhe,Frankfurt FSV,3,3,D
2859,D2,2013,2013-12-07,FC Koln,Frankfurt FSV,2,0,H
2860,D2,2013,2013-08-18,Munich 1860,Ingolstadt,1,0,H
2861,D2,2013,2014-03-28,Fortuna Dusseldorf,Ingolstadt,0,0,D
2862,D2,2013,2014-04-20,Aalen,Ingolstadt,0,0,D
2863,D2,2013,2013-11-01,Paderborn,Ingolstadt,1,1,D
2864,D2,2013,2014-03-22,St Pauli,Ingolstadt,0,0,D
2865,D2,2013,2013-11-23,FC Koln,Ingolstadt,0,1,A
2866,D2,2013,2014-02-21,Bielefeld,Ingolstadt,0,2,A
2867,D2,2013,2014-03-08,Union Berlin,Ingolstadt,1,1,D
2868,D2,2013,2013-10-06,Bochum,Ingolstadt,0,1,A
2869,D2,2013,2013-09-01,Dresden,Ingolstadt,1,1,D
2870,D2,2013,2013-12-08,Cottbus,Ingolstadt,1,2,A
2871,D2,2013,2013-12-15,Erzgebirge Aue,Ingolstadt,0,0,D
2872,D2,2013,2014-02-09,Karlsruhe,Ingolstadt,1,1,D
2873,D2,2013,2013-10-25,Greuther Furth,Ingolstadt,0,1,A
2874,D2,2013,2014-05-04,Sandhausen,Ingolstadt,0,2,A
2875,D2,2013,2013-07-26,Kaiserslautern,Ingolstadt,3,1,H
2876,D2,2013,2013-09-22,Frankfurt FSV,Ingolstadt,4,1,H
2877,D2,2013,2014-03-25,Greuther Furth,Fortuna Dusseldorf,4,1,H
2878,D2,2013,2014-02-10,Munich 1860,Fortuna Dusseldorf,1,1,D
2879,D2,2013,2013-11-01,Aalen,Fortuna Dusseldorf,1,0,H
2880,D2,2013,2013-07-28,FC Koln,Fortuna Dusseldorf,1,1,D
2881,D2,2013,2014-04-04,Paderborn,Fortuna Dusseldorf,1,2,A
2882,D2,2013,2014-05-04,Karlsruhe,Fortuna Dusseldorf,2,2,D
2883,D2,2013,2014-03-22,Frankfurt FSV,Fortuna Dusseldorf,0,0,D
2884,D2,2013,2013-11-24,Erzgebirge Aue,Fortuna Dusseldorf,3,0,H
2885,D2,2013,2014-03-09,Dresden,Fortuna Dusseldorf,1,1,D
2886,D2,2013,2013-09-23,St Pauli,Fortuna Dusseldorf,1,1,D
2887,D2,2013,2014-02-23,Bochum,Fortuna Dusseldorf,0,0,D
2888,D2,2013,2013-08-30,Bielefeld,Fortuna Dusseldorf,4,2,H
2889,D2,2013,2014-04-17,Sandhausen,Fortuna Dusseldorf,0,3,A
2890,D2,2013,2013-10-20,Ingolstadt,Fortuna Dusseldorf,1,2,A
2891,D2,2013,2013-12-14,Cottbus,Fortuna Dusseldorf,1,3,A
2892,D2,2013,2013-12-09,Kaiserslautern,Fortuna Dusseldorf,0,1,A
2893,D2,2013,2013-08-19,Union Berlin,Fortuna Dusseldorf,2,1,H
2894,D2,2013,2014-04-27,St Pauli,Aalen,0,3,A
2895,D2,2013,2013-10-05,Dresden,Aalen,2,0,H
2896,D2,2013,2014-03-22,FC Koln,Aalen,0,0,D
2897,D2,2013,2013-09-21,Bochum,Aalen,1,2,A
2898,D2,2013,2013-08-11,Erzgebirge Aue,Aalen,0,1,A
2899,D2,2013,2013-10-26,Frankfurt FSV,Aalen,0,0,D
2900,D2,2013,2014-02-23,Kaiserslautern,Aalen,1,2,A
2901,D2,2013,2013-11-08,Ingolstadt,Aalen,2,0,H
2902,D2,2013,2013-08-18,Cottbus,Aalen,5,1,H
2903,D2,2013,2014-03-30,Bielefeld,Aalen,0,0,D
2904,D2,2013,2013-12-22,Greuther Furth,Aalen,1,0,H
2905,D2,2013,2013-09-01,Karlsruhe,Aalen,1,1,D
2906,D2,2013,2014-05-11,Paderborn,Aalen,2,1,H
2907,D2,2013,2014-04-13,Fortuna Dusseldorf,Aalen,3,1,H
2908,D2,2013,2014-03-07,Munich 1860,Aalen,4,0,H
2909,D2,2013,2013-11-29,Union Berlin,Aalen,1,3,A
2910,D2,2013,2013-07-19,Sandhausen,Aalen,0,0,D
2911,D2,2013,2013-08-30,Munich 1860,Sandhausen,0,2,A
2912,D2,2013,2013-11-30,Ingolstadt,Sandhausen,0,2,A
2913,D2,2013,2013-11-10,Fortuna Dusseldorf,Sandhausen,1,0,H
2914,D2,2013,2013-10-04,Union Berlin,Sandhausen,3,0,H
2915,D2,2013,2014-02-22,Karlsruhe,Sandhausen,2,1,H
2916,D2,2013,2014-03-07,Kaiserslautern,Sandhausen,2,1,H
2917,D2,2013,2014-03-21,Bochum,Sandhausen,0,1,A
2918,D2,2013,2013-08-17,FC Koln,Sandhausen,2,0,H
2919,D2,2013,2013-12-13,Aalen,Sandhausen,0,0,D
2920,D2,2013,2014-04-13,Frankfurt FSV,Sandhausen,0,3,A
2921,D2,2013,2013-09-21,Bielefeld,Sandhausen,2,1,H
2922,D2,2013,2014-04-27,Paderborn,Sandhausen,2,0,H
2923,D2,2013,2014-02-07,Cottbus,Sandhausen,0,1,A
2924,D2,2013,2014-05-11,Greuther Furth,Sandhausen,2,0,H
2925,D2,2013,2014-03-28,Dresden,Sandhausen,0,0,D
2926,D2,2013,2013-07-27,Erzgebirge Aue,Sandhausen,1,0,H
2927,D2,2013,2013-10-25,St Pauli,Sandhausen,0,0,D
2928,D1,2014,2014-11-29,Hertha,Bayern Munich,0,1,A
2929,D1,2014,2015-05-16,Freiburg,Bayern Munich,2,1,H
2930,D1,2014,2015-03-07,Hannover,Bayern Munich,1,3,A
2931,D1,2014,2014-12-13,Augsburg,Bayern Munich,0,4,A
2932,D1,2014,2015-05-02,Leverkusen,Bayern Munich,2,0,H
2933,D1,2014,2014-08-30,Schalke 04,Bayern Munich,1,1,D
2934,D1,2014,2014-12-19,Mainz,Bayern Munich,1,2,A
2935,D1,2014,2015-03-14,Werder Bremen,Bayern Munich,0,4,A
2936,D1,2014,2014-09-27,FC Koln,Bayern Munich,0,2,A
2937,D1,2014,2015-01-30,Wolfsburg,Bayern Munich,4,1,H
2938,D1,2014,2015-04-18,Hoffenheim,Bayern Munich,0,2,A
2939,D1,2014,2015-04-04,Dortmund,Bayern Munich,0,1,A
2940,D1,2014,2015-02-07,Stuttgart,Bayern Munich,0,2,A
2941,D1,2014,2014-11-08,Ein Frankfurt,Bayern Munich,0,4,A
2942,D1,2014,2015-02-21,Paderborn,Bayern Munich,0,6,A
2943,D1,2014,2014-09-20,Hamburg,Bayern Munich,0,0,D
2944,D1,2014,2014-10-26,M'gladbach,Bayern Munich,0,0,D
2945,D1,2014,2014-11-01,Bayern Munich,Dortmund,2,1,H
2946,D1,2014,2014-08-29,Augsburg,Dortmund,2,3,A
2947,D1,2014,2015-05-02,Hoffenheim,Dortmund,1,1,D
2948,D1,2014,2014-09-20,Mainz,Dortmund,2,0,H
2949,D1,2014,2014-09-27,Schalke 04,Dortmund,2,1,H
2950,D1,2014,2014-12-20,Werder Bremen,Dortmund,2,1,H
2951,D1,2014,2015-01-31,Leverkusen,Dortmund,0,0,D
2952,D1,2014,2015-04-11,M'gladbach,Dortmund,3,1,H
2953,D1,2014,2015-02-07,Freiburg,Dortmund,0,3,A
2954,D1,2014,2014-10-18,FC Koln,Dortmund,2,1,H
2955,D1,2014,2014-11-22,Paderborn,Dortmund,2,2,D
2956,D1,2014,2014-11-30,Ein Frankfurt,Dortmund,2,0,H
2957,D1,2014,2015-02-20,Stuttgart,Dortmund,2,3,A
2958,D1,2014,2014-12-13,Hertha,Dortmund,1,0,H
2959,D1,2014,2015-03-07,Hamburg,Dortmund,0,0,D
2960,D1,2014,2015-03-21,Hannover,Dortmund,2,3,A
2961,D1,2014,2015-05-16,Wolfsburg,Dortmund,2,1,H
2962,D1,2014,2015-03-08,FC Koln,Ein Frankfurt,4,2,H
2963,D1,2014,2015-02-08,Augsburg,Ein Frankfurt,2,2,D
2964,D1,2014,2015-02-21,Mainz,Ein Frankfurt,3,1,H
2965,D1,2014,2015-01-31,Freiburg,Ein Frankfurt,4,1,H
2966,D1,2014,2015-05-16,Hertha,Ein Frankfurt,0,0,D
2967,D1,2014,2014-09-20,Schalke 04,Ein Frankfurt,2,2,D
2968,D1,2014,2014-10-19,Paderborn,Ein Frankfurt,3,1,H
2969,D1,2014,2015-05-02,Werder Bremen,Ein Frankfurt,1,0,H
2970,D1,2014,2014-09-28,Hamburg,Ein Frankfurt,1,2,A
2971,D1,2014,2014-11-01,Hannover,Ein Frankfurt,1,0,H
2972,D1,2014,2014-12-20,Leverkusen,Ein Frankfurt,1,1,D
2973,D1,2014,2015-03-21,Stuttgart,Ein Frankfurt,3,1,H
2974,D1,2014,2015-04-25,Dortmund,Ein Frankfurt,2,0,H
2975,D1,2014,2014-12-12,Hoffenheim,Ein Frankfurt,3,2,H
2976,D1,2014,2014-11-22,M'gladbach,Ein Frankfurt,1,3,A
2977,D1,2014,2014-08-30,Wolfsburg,Ein Frankfurt,2,2,D
2978,D1,2014,2015-04-11,Bayern Munich,Ein Frankfurt,3,0,H
2979,D1,2014,2014-11-29,Leverkusen,FC Koln,5,1,H
2980,D1,2014,2015-03-14,Dortmund,FC Koln,0,0,D
2981,D1,2014,2015-04-04,Freiburg,FC Koln,1,0,H
2982,D1,2014,2014-09-24,Hannover,FC Koln,1,0,H
2983,D1,2014,2015-04-18,Hertha,FC Koln,0,0,D
2984,D1,2014,2015-05-16,Mainz,FC Koln,2,0,H
2985,D1,2014,2015-05-02,Augsburg,FC Koln,0,0,D
2986,D1,2014,2015-02-27,Bayern Munich,FC Koln,4,1,H
2987,D1,2014,2014-10-24,Werder Bremen,FC Koln,0,1,A
2988,D1,2014,2014-09-13,Paderborn,FC Koln,0,0,D
2989,D1,2014,2014-08-30,Stuttgart,FC Koln,0,2,A
2990,D1,2014,2014-11-08,Hoffenheim,FC Koln,3,4,A
2991,D1,2014,2015-01-31,Hamburg,FC Koln,0,2,A
2992,D1,2014,2014-10-04,Ein Frankfurt,FC Koln,3,2,H
2993,D1,2014,2014-12-13,Schalke 04,FC Koln,1,2,A
2994,D1,2014,2015-02-14,M'gladbach,FC Koln,1,0,H
2995,D1,2014,2014-12-20,Wolfsburg,FC Koln,2,1,H
2996,D1,2014,2014-10-25,Augsburg,Freiburg,2,0,H
2997,D1,2014,2014-12-16,Bayern Munich,Freiburg,2,0,H
2998,D1,2014,2014-10-04,Werder Bremen,Freiburg,1,1,D
2999,D1,2014,2014-08-23,Ein Frankfurt,Freiburg,1,0,H
3000,D1,2014,2014-12-06,Paderborn,Freiburg,1,1,D
3001,D1,2014,2015-02-15,Hertha,Freiburg,0,2,A
3002,D1,2014,2015-02-28,Leverkusen,Freiburg,1,0,H
3003,D1,2014,2014-11-22,Mainz,Freiburg,2,2,D
3004,D1,2014,2015-04-11,Schalke 04,Freiburg,0,0,D
3005,D1,2014,2015-03-15,Wolfsburg,Freiburg,3,0,H
3006,D1,2014,2015-02-03,M'gladbach,Freiburg,1,0,H
3007,D1,2014,2015-04-25,Stuttgart,Freiburg,2,2,D
3008,D1,2014,2014-09-23,Hoffenheim,Freiburg,3,3,D
3009,D1,2014,2015-05-08,Hamburg,Freiburg,1,1,D
3010,D1,2014,2014-09-13,Dortmund,Freiburg,3,1,H
3011,D1,2014,2015-05-23,Hannover,Freiburg,2,1,H
3012,D1,2014,2014-11-02,FC Koln,Freiburg,0,1,A
3013,D1,2014,2014-11-29,Augsburg,Hamburg,3,1,H
3014,D1,2014,2015-04-19,Werder Bremen,Hamburg,1,0,H
3015,D1,2014,2015-02-04,Paderborn,Hamburg,0,3,A
3016,D1,2014,2014-09-14,Hannover,Hamburg,2,0,H
3017,D1,2014,2014-09-24,M'gladbach,Hamburg,1,0,H
3018,D1,2014,2014-12-20,Schalke 04,Hamburg,0,0,D
3019,D1,2014,2015-02-14,Bayern Munich,Hamburg,8,0,H
3020,D1,2014,2015-05-03,Mainz,Hamburg,1,2,A
3021,D1,2014,2014-10-25,Hertha,Hamburg,3,0,H
3022,D1,2014,2014-12-13,Freiburg,Hamburg,0,0,D
3023,D1,2014,2015-02-28,Ein Frankfurt,Hamburg,2,1,H
3024,D1,2014,2014-10-04,Dortmund,Hamburg,0,1,A
3025,D1,2014,2014-08-23,FC Koln,Hamburg,0,0,D
3026,D1,2014,2015-03-14,Hoffenheim,Hamburg,3,0,H
3027,D1,2014,2015-05-16,Stuttgart,Hamburg,2,1,H
3028,D1,2014,2014-11-09,Wolfsburg,Hamburg,2,0,H
3029,D1,2014,2015-04-04,Leverkusen,Hamburg,4,0,H
3030,D2,2014,2014-12-17,Munich 1860,Kaiserslautern,1,1,D
3031,D2,2014,2015-02-08,Braunschweig,Kaiserslautern,0,2,A
3032,D2,2014,2015-03-08,Union Berlin,Kaiserslautern,0,0,D
3033,D2,2014,2014-08-10,Sandhausen,Kaiserslautern,1,1,D
3034,D2,2014,2014-12-14,Ingolstadt,Kaiserslautern,2,0,H
3035,D2,2014,2014-10-17,Heidenheim,Kaiserslautern,1,1,D
3036,D2,2014,2014-11-30,St Pauli,Kaiserslautern,1,3,A
3037,D2,2014,2014-09-20,Greuther Furth,Kaiserslautern,2,1,H
3038,D2,2014,2014-09-29,Nurnberg,Kaiserslautern,3,2,H
3039,D2,2014,2015-02-22,Frankfurt FSV,Kaiserslautern,2,0,H
3040,D2,2014,2015-05-17,Erzgebirge Aue,Kaiserslautern,0,0,D
3041,D2,2014,2015-04-13,Fortuna Dusseldorf,Kaiserslautern,1,1,D
3042,D2,2014,2015-04-24,Bochum,Kaiserslautern,0,2,A
3043,D2,2014,2014-11-03,RB Leipzig,Kaiserslautern,0,0,D
3044,D2,2014,2014-08-29,Aalen,Kaiserslautern,2,2,D
3045,D2,2014,2015-03-22,Karlsruhe,Kaiserslautern,0,0,D
